name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
et ultrices,Japanese,Medium,Upper East Side,12:09:43.000,17:32:01.000,2.2,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
ipsum,Indian,Expensive,Brooklyn,11:33:30.000,8:02:34.000,4.6,1,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
nisl venenatis,Mexican,Expensive,Greenwich Village,18:10:23.000,22:23:38.000,4.3,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
porta volutpat erat,American,Expensive,Manhattan,15:04:48.000,23:29:53.000,1.8,0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
at lorem integer,French,Expensive,Long Island City,14:39:08.000,15:44:53.000,1.8,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
nisl nunc rhoncus,Greek,Cheap,Astoria,14:11:51.000,20:30:25.000,2.3,0,
rhoncus mauris,Mexican,Cheap,Williamsburg,13:39:29.000,22:40:09.000,3.4,0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
quis,French,Medium,Midtown,21:47:15.000,19:12:40.000,2.6,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
ut volutpat sapien,Spanish,Medium,Flushing,14:03:08.000,15:23:54.000,2.5,0,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
natoque penatibus et,Japanese,Medium,Jackson Heights,17:58:31.000,19:55:39.000,2.5,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
blandit nam nulla,American,Medium,Flushing,19:01:18.000,22:05:17.000,1.1,1,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
amet diam,Italian,Expensive,Jackson Heights,15:39:10.000,23:17:17.000,2.6,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
quam suspendisse potenti,American,Medium,Williamsburg,13:19:03.000,22:44:29.000,2.3,0,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
cras,Italian,Cheap,Park Slope,18:21:31.000,9:11:54.000,3.7,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
donec dapibus,Italian,Medium,Harlem,19:06:09.000,13:42:26.000,2.1,0,In congue. Etiam justo. Etiam pretium iaculis justo.
eget massa tempor,French,Cheap,Brooklyn,11:27:43.000,16:05:08.000,3.9,1,
enim in tempor,Thai,Medium,Staten Island,12:08:20.000,12:40:07.000,1.1,1,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
laoreet ut,Mexican,Cheap,Astoria,12:28:22.000,13:02:01.000,2.5,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
nec nisi volutpat,Spanish,Cheap,Downtown,12:45:32.000,21:30:24.000,4.1,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
suscipit a,French,Cheap,Midtown,14:23:09.000,15:38:00.000,3.9,1,
habitasse platea,Thai,Cheap,Upper West Side,17:20:13.000,20:36:35.000,4.4,0,
quisque id justo,Japanese,Medium,Brooklyn,16:06:35.000,15:06:17.000,2.9,1,
cursus,Chinese,Expensive,Astoria,12:52:02.000,9:55:37.000,2.9,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
sed augue aliquam,Indian,Expensive,Astoria,15:10:51.000,10:25:45.000,2.7,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
habitasse platea,Indian,Expensive,East Village,19:33:10.000,14:09:20.000,2.0,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
platea dictumst,French,Expensive,Long Island City,20:06:03.000,13:00:52.000,2.8,1,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
ultrices posuere,Italian,Expensive,Lower East Side,21:02:06.000,20:43:27.000,1.6,0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
lorem,Mexican,Cheap,Astoria,16:21:00.000,22:06:12.000,4.7,1,
ut,Chinese,Expensive,Upper West Side,15:29:31.000,9:41:38.000,2.3,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
eu sapien,Thai,Expensive,Lower East Side,20:23:28.000,8:54:28.000,4.3,1,
aliquam lacus,Thai,Cheap,Williamsburg,21:05:12.000,21:39:53.000,2.5,1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
nunc vestibulum,Italian,Medium,Greenwich Village,19:28:39.000,19:05:20.000,4.1,1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
quis,Japanese,Expensive,Queens,14:24:50.000,22:55:50.000,4.6,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
odio,Mexican,Cheap,Upper West Side,12:26:57.000,16:40:37.000,4.1,0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
consectetuer eget rutrum,Mexican,Expensive,Chelsea,21:17:51.000,10:19:33.000,1.8,1,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
in,Chinese,Medium,Downtown,14:52:29.000,18:29:23.000,2.6,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
venenatis turpis,French,Expensive,Manhattan,15:52:40.000,20:47:46.000,1.3,1,
sem,Spanish,Cheap,Upper West Side,17:06:22.000,20:32:54.000,1.3,0,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
lectus,Indian,Expensive,Brooklyn,12:49:18.000,13:59:53.000,4.5,1,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
justo eu,Chinese,Medium,Upper West Side,21:07:55.000,22:18:32.000,1.8,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
ultrices vel,American,Medium,Astoria,21:53:00.000,15:39:07.000,3.8,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
quisque id,American,Cheap,Harlem,18:48:04.000,12:48:10.000,2.1,1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
lacus morbi quis,Chinese,Cheap,Park Slope,15:14:26.000,14:44:43.000,4.6,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
tincidunt nulla,Thai,Expensive,Manhattan,12:50:30.000,17:34:14.000,1.0,1,
vivamus tortor,Italian,Cheap,Park Slope,15:30:06.000,22:11:28.000,3.3,1,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
vestibulum ante,Chinese,Cheap,Lower East Side,11:54:15.000,23:18:44.000,3.4,0,
justo morbi ut,French,Expensive,Staten Island,21:46:11.000,12:34:18.000,4.5,0,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
luctus,Spanish,Medium,East Village,20:06:10.000,14:21:53.000,2.3,0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
facilisi cras,Spanish,Medium,Staten Island,14:32:23.000,19:48:30.000,2.1,0,
vestibulum,Chinese,Medium,Williamsburg,16:43:31.000,17:44:22.000,1.6,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
orci,Chinese,Medium,Brooklyn,17:04:42.000,14:02:57.000,2.7,0,
curae nulla dapibus,Italian,Medium,Upper East Side,20:35:44.000,14:29:23.000,1.6,1,
non pretium quis,Mexican,Expensive,Chelsea,16:58:08.000,8:52:54.000,4.9,1,
volutpat in,French,Medium,Astoria,21:39:45.000,8:15:43.000,4.1,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
ut,Greek,Cheap,Brooklyn,14:01:17.000,14:44:31.000,2.2,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
nulla neque,Indian,Expensive,Downtown,20:16:50.000,23:45:34.000,4.6,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
duis ac nibh,French,Medium,East Village,11:18:36.000,20:10:56.000,1.9,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
in blandit,American,Expensive,Upper West Side,12:40:10.000,21:56:26.000,4.8,0,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi."
nam ultrices,French,Cheap,East Village,11:21:10.000,16:11:01.000,1.9,0,
nisl,Chinese,Medium,Manhattan,14:45:52.000,15:18:46.000,3.9,1,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
lacinia aenean,Japanese,Expensive,Jackson Heights,15:26:04.000,21:00:44.000,1.5,0,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
eu tincidunt in,Mexican,Cheap,Astoria,14:47:13.000,9:44:15.000,1.7,0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
cursus urna,Thai,Cheap,Flushing,19:10:47.000,12:42:09.000,3.4,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
quis lectus suspendisse,Japanese,Medium,Flushing,17:25:45.000,13:39:39.000,1.0,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
parturient montes nascetur,Japanese,Expensive,Bronx,21:48:36.000,9:55:46.000,2.2,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
ridiculus mus vivamus,Thai,Cheap,Upper East Side,18:44:41.000,15:18:49.000,4.0,1,
ut,Thai,Expensive,Lower East Side,15:46:35.000,22:31:35.000,3.0,0,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
